source,target,weight,int
BMDC-CORE-02,BMDC-DIST-MT1.bankmayapada.local,1,Eth1/16
BMDRC-ACCSVR-RAKC5,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/48
BMDRC-ACCSVR-RAKC5,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/47
BMDRC-ACCSVR-RAKC5,SW-TORBIFDRC-02.bankmayapada.local,1,Gig 1/0/36
BMDRC-ACCSVR-RAKC5,SW-TORBIFDRC-02.bankmayapada.local,1,Gig 1/0/35
BMDRC-ACCSVR-RAKC5,SW-TORBIFDRC-01.bankmayapada.local,1,Gig 1/0/34
BMDRC-ACCSVR-RAKC5,SW-TORBIFDRC-01.bankmayapada.local,1,Gig 1/0/33
BMDRC-ACCSVR-RAKC5,BMDRC-ACCSVR01-RAK-D07.bankmayapada.loca,1,Fas 0
BMDC-EGSW-WAN,BMDC-CORE-02.bankmayapada.local(FXS2136Q11W),1,Gig 1/0/24
BMDC-EGSW-WAN,BMDC-CORE-01.bankmayapada.local(FXS1943Q3EM),1,Gig 1/0/23
BMDC-EGSW-WAN,BMDC-P2P-01.bankmayapada.local,1,Gig 1/0/2
BMDC-EGSW-WAN,BMDC-P2P-02.bankmayapada.local,1,Gig 1/0/5
BMDC-EGSW-WAN,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,Gig 0/0
BMDC-EGSW-WAN,BMDC-RTRWAN-03.bankmayapada.local,1,Gig 1/0/6
BMDC-EGSW-WAN,BMDC-RTRWAN-01.bankmayapada.local,1,Gig 1/0/1
BMDC-EGSW-IC-01,BMDC-CORE-02.bankmayapada.local(FXS2136Q11W),1,Gig 1/0/24
BMDC-EGSW-IC-01,BMDC-CORE-01.bankmayapada.local(FXS1943Q3EM),1,Gig 1/0/23
BMDC-EGSW-IC-01,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,Gig 0/0
BMDRC-RTRH2H01,BMDRC-EXT-INT-RAK-D7.bankmayapada.local,1,Fas 0/2/0
BMDRC-RTRH2H01,BMDRC-EXT-INT-RAK-D7.bankmayapada.local,1,Fas 0/1/1
BMDRC-RTRH2H01,BMDRC-EDGE01.bankmayapada.local,1,Gig 0/0
BMDRC-RTRH2H01,BMDRC-EDGE01.bankmayapada.local,1,Gig 0/2
BMDRC-RTRH2H01,DRC-MAYAPADA-SD-TLK,1,Fas 0/3/1
BMDRC-RTRH2H01,DRC-MAYAPADA-SD-LA,1,Fas 0/3/0
BMDRC-RTRH2H01,BMDRC-ACCSVR01-RAK-D07.bankmayapada.loca,1,Gig 0/1
CCPL-RTR,CCPL-CORE-SW.bankmayapada.local,1,Gig 0/1/0
BMDC-SW-MGMT-RAK-B1,BMDC-EGSW-EXT-01.bankmayapada.local,1,Gig 1/0/36
BMDC-SW-MGMT-RAK-B1,BMDC-OTV-01.bankmayapada.local(FXS1943Q3EM),1,Gig 1/0/42
BMDC-SW-MGMT-RAK-B1,BMDC-ACCSVR-N9K-RAKC1(FDO213317J8),1,Gig 1/0/17
BMDC-SW-MGMT-RAK-B1,BMDC-SW-EC-DMZ.bankmayapada.local,1,Gig 1/0/22
BMDC-SW-MGMT-RAK-B1,BMDC-EC-IC-IB-OUT.bankmayapada.local,1,Gig 1/0/27
BMDC-SW-MGMT-RAK-B1,BMDC-NX-02-Admin(FXS2136Q11W),1,Gig 1/0/14
BMDC-SW-MGMT-RAK-B1,BMDC-RAK-D1-DEV.bankmayapada.local,1,Gig 1/0/19
BMDC-SW-MGMT-RAK-B1,BMDC-CORE-02.bankmayapada.local(FXS2136Q11W),1,Gig 1/0/14
BMDC-SW-MGMT-RAK-B1,BMDC-AGGSVR-02.bankmayapada.local(FXS2136Q11W),1,Gig 1/0/14
BMDC-SW-MGMT-RAK-B1,BMDC-EGSW-WAN.bankmayapada.local,1,Gig 1/0/33
BMDC-SW-MGMT-RAK-B1,BMDC-DIST-MT1.bankmayapada.local,1,Gig 1/0/48
BMDC-SW-MGMT-RAK-B1,BMDC-DIST-MT1.bankmayapada.local,1,Gig 1/0/47
BMDC-SW-MGMT-RAK-B1,BMDC-EGSW-IC-01.bankmayapada.local,1,Gig 1/0/30
BMDC-SW-MGMT-RAK-B1,SW-RAKC4-15.bankmayapada.local,1,Gig 1/0/6
BMDC-SW-MGMT-RAK-B1,BMDC-EDGE-01.bankmayapada.local(FXS1943Q3EM),1,Gig 1/0/42
BMDC-SW-MGMT-RAK-B1,BMDC-EGSW-EC-01.bankmayapada.local,1,Gig 1/0/25
BMDC-SW-MGMT-RAK-B1,BMDC-CORE-01.bankmayapada.local(FXS1943Q3EM),1,Gig 1/0/42
BMDC-SW-MGMT-RAK-B1,BMDC-NX-01-Admin(FXS1943Q3EM),1,Gig 1/0/42
BMDC-SW-MGMT-RAK-B1,BMDC-EC-SW-DMZIB-T1.bankmayapada.local,1,Gig 1/0/7
BMDC-SW-MGMT-RAK-B1,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Gig 1/0/42
BMDC-SW-MGMT-RAK-B1,BMDC-EC-SW-DMZIB-T2.bankmayapada.local,1,Gig 1/0/8
BMDC-SW-MGMT-RAK-B1,BMDC-OTV-02.bankmayapada.local(FXS2136Q11W),1,Gig 1/0/14
BMDC-SW-MGMT-RAK-B1,BMDC-SW-RAK-D1.bankmayapada.local,1,Gig 1/0/16
BMDC-SW-MGMT-RAK-B1,BMDC-ACCSVR-N9K-RAKD1(FDO213317JS),1,Gig 1/0/15
BMDC-SW-MGMT-RAK-B1,BMDC-EC-SW-IB-CP.bankmayapada.local,1,Gig 1/0/9
BMDC-OTV-01,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,mgmt0
BMDC-OTV-01,BMDC-CORE-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/41
BMDC-OTV-01,BMDC-CORE-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/42
BMDC-OTV-01,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/43
BMDC-OTV-01,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/44
BMDRC-OTV01,BMDRC-ACCSVR01-RAK-D07.bankmayapada.loca,1,mgmt0
BMDRC-OTV01,BMDRC-CORE01(JAF1801ARAG),1,Eth3/21
BMDRC-OTV01,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Eth3/22
BMDRC-OTV01,BMDRC-CORE01(JAF1801ARAG),1,Eth4/21
BMDRC-OTV01,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Eth4/22
BMDC-EC-SW-DMZIB-T2,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,Gig 1/0/46
BMDRC-AGGRSVR01,BMDRC-ACCSVR01-RAK-D07.bankmayapada.loca,1,mgmt0
BMDRC-AGGRSVR01,BMDRC-CORE01(JAF1801ARAG),1,Eth3/25
BMDRC-AGGRSVR01,BMDRC-ACCSVR01-RAK-D07.bankmayapada.loca,1,Eth3/26
BMDRC-AGGRSVR01,BMDRC-ACCSVR02-RAK-D06.bankmayapada.loca,1,Eth3/27
BMDRC-AGGRSVR01,BMDRC-OTV01.bankmayapada.local(JAF1801ARAG),1,Eth3/28
BMDRC-AGGRSVR01,BMDRC-ACCSVR-RAKC5.bankmayapada.local,1,Eth3/29
BMDRC-AGGRSVR01,BMDRC-ACCSVR04-RAKC6.bankmayapada.local,1,Eth3/30
BMDRC-AGGRSVR01,BMDRC-CORE01(JAF1801ARAG),1,Eth4/25
BMDRC-AGGRSVR01,BMDRC-ACCSVR01-RAK-D07.bankmayapada.loca,1,Eth4/26
BMDRC-AGGRSVR01,BMDRC-ACCSVR02-RAK-D06.bankmayapada.loca,1,Eth4/27
BMDRC-AGGRSVR01,BMDRC-OTV01.bankmayapada.local(JAF1801ARAG),1,Eth4/28
BMDRC-AGGRSVR01,BMDRC-ACCSVR-RAKC5.bankmayapada.local,1,Eth4/29
BMDRC-AGGRSVR01,BMDRC-ACCSVR04-RAKC6.bankmayapada.local,1,Eth4/30
BMDC-OTV-02,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,mgmt0
BMDC-OTV-02,BMDC-CORE-02.bankmayapada.local(FXS2136Q11W),1,Eth1/41
BMDC-OTV-02,BMDC-CORE-02.bankmayapada.local(FXS2136Q11W),1,Eth1/42
BMDC-OTV-02,BMDC-AGGSVR-02.bankmayapada.local(FXS2136Q11W),1,Eth1/44
BMDC-AGGSVR-02,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,mgmt0
BMDC-AGGSVR-02,SW-RAKC4-15.bankmayapada.local,1,Eth1/28
BMDC-AGGSVR-02,BMDC-ACCSVR-N9K-RAKC1(FDO213317J8),1,Eth1/30
BMDC-AGGSVR-02,BMDC-ACCSVR-N9K-RAKD1(FDO213317JS),1,Eth1/31
BMDC-AGGSVR-02,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/35
BMDC-AGGSVR-02,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/36
BMDC-AGGSVR-02,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/37
BMDC-AGGSVR-02,BMDC-AGGSVR-01.bankmayapada.local(FXS1943Q3EM),1,Eth1/38
BMDC-AGGSVR-02,BMDC-OTV-02.bankmayapada.local(FXS2136Q11W),1,Eth1/40
BMDC-AGGSVR-02,SW-TORBIFDC-01.bankmayapada.local,1,Eth101/1/1
BMDC-AGGSVR-02,SW-TORBIFDC-01.bankmayapada.local,1,Eth101/1/2
BMDC-AGGSVR-02,SW-TORBIFDC-02.bankmayapada.local,1,Eth101/1/3
BMDC-AGGSVR-02,SW-TORBIFDC-02.bankmayapada.local,1,Eth101/1/4
BMDC-AGGSVR-02,a46c2aebfda4,1,Eth104/1/5
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4.bankmayapada.local,1,Gig 1/0/6
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4.bankmayapada.local,1,Gig 1/0/5
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4.bankmayapada.local,1,Gig 1/0/3
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4.bankmayapada.local,1,Gig 1/0/2
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4.bankmayapada.local,1,Gig 1/0/1
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4.bankmayapada.local,1,Gig 1/0/4
BMDC-RAK-D1-DEV,BMDC-SW-MGMT-RAK-B1.bankmayapada.local,1,Fas 0
BMDRC-ACCSVR01-RAK-D07,BMDRC-EXT-INT-RAK-D7.bankmayapada.local,1,Gig 1/0/43
BMDRC-ACCSVR01-RAK-D07,BMDRC-OTV01.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/47
BMDRC-ACCSVR01-RAK-D07,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/50
BMDRC-ACCSVR01-RAK-D07,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/49
BMDRC-ACCSVR01-RAK-D07,BMDRC-AGGRSVR01.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/47
BMDRC-ACCSVR01-RAK-D07,BMDRC-ACCSVR-RAKC5.bankmayapada.local,1,Gig 1/0/37
BMDRC-ACCSVR01-RAK-D07,BMDRC-ACCSVR04-RAKC6.bankmayapada.local,1,Gig 1/0/38
BMDRC-ACCSVR01-RAK-D07,BMDRC-RTRWAN01.bankmayapada.local,1,Gig 1/0/40
BMDRC-ACCSVR01-RAK-D07,BMDRC-EDGE01.bankmayapada.local,1,Gig 1/0/46
BMDRC-ACCSVR01-RAK-D07,BMDRC-N7KADM.bankmayapada.local(JAF1801ARAG),1,Gig 1/0/47
BMDRC-ACCSVR01-RAK-D07,BMDRC-CORE01(JAF1801ARAG),1,Gig 1/0/47
BMDRC-ACCSVR01-RAK-D07,BMDRC-SW-EC-DMZ-RAKC6.bankmayapada.local,1,Gig 1/0/36
BMDRC-ACCSVR01-RAK-D07,BMDRC-RTR-EC-01.bankmayapada.local,1,Gig 1/0/34
BMDRC-ACCSVR01-RAK-D07,BMDRC-SW-EC-OUT.bankmayapada.local,1,Gig 1/0/35
BMDRC-ACCSVR01-RAK-D07,BMDRC-RTRH2H01.bankmayapada.com,1,Gig 1/0/45
BMDRC-ACCSVR01-RAK-D07,BMDRC-ACCSVR02-RAK-D06.bankmayapada.loca,1,Gig 1/0/39
