source,target,weight,int
SW-MT2-LT9,CORE-MT2,1,Gig 1/0/48
SW-MT2-LT9-02,CORE-MT2,1,Gig 1/0/48
SW-MT2-SVR,CORE-MT2,1,Gig 1/0/48
SW-RAKC4-15,BMDC-AGGSVR-02,1,Gig 1/0/48
BMDRC-ACCSVR01-RAK-D07,BMDRC-AGGRSVR01,1,Gig 1/0/49
BMDC-DIST-MT1,BMDC-CZ-DMZ-01,1,Gig 1/0/5
BMDC-EGSW-WAN,BMDC-P2P-02,1,Gig 1/0/5
BMDC-MGMT-A3,MYPD-SGO,1,Gig 1/0/5
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4,1,Gig 1/0/5
BMDC-SW-EXT-OUT,MYPD-BH-EXT-DIMO,1,Gig 1/0/5
CORE-MT2,SW-MT2-LT9-02,1,Gig 1/0/5
BMDRC-ACCSVR01-RAK-D07,BMDRC-AGGRSVR01,1,Gig 1/0/50
BMDC-EGSW-WAN,BMDC-RTRWAN-03,1,Gig 1/0/6
BMDC-MGMT-A3,MYPD-TIFHONE,1,Gig 1/0/6
BMDC-RAK-D1-DEV,BMDC-DEV-DMZ-SW-C4,1,Gig 1/0/6
BMDC-SW-DATACENTER,BMDC-RTR-ISP2,1,Gig 1/0/6
BMDC-SW-MGMT-RAK-B1,SW-RAKC4-15,1,Gig 1/0/6
BMDC-SW-MGMT-RAK-B1,BMDC-EC-SW-DMZIB-T1,1,Gig 1/0/7
BMDRC-EDGE01,BMDRC-RTRH2H01,1,Gig 1/0/7
BMDC-F5-ISP-OUT,BMDC-RTR-ISP2,1,Gig 1/0/8
BMDC-MGMT-A3,ISR-IT-BACKUP,1,Gig 1/0/8
BMDC-SW-MGMT-RAK-B1,BMDC-EC-SW-DMZIB-T2,1,Gig 1/0/8
BMDRC-EDGE01,BMDRC-RTRH2H01,1,Gig 1/0/8
SW-JTPM,BMDC-SW-EXT-OUT,1,Gig 1/0/8
BMDC-DIST-MT1,BMDC-MGMT-A3,1,Gig 1/0/9
BMDC-MGMT-A3,MYPD-BI,1,Gig 1/0/9
BMDC-SW-MGMT-RAK-B1,BMDC-EC-SW-IB-CP,1,Gig 1/0/9
CORE-MT2,SW-MT2-21-04,1,Gig 1/1/1
CORE-MT2,SW-MT2-AUDIT1,1,Gig 1/1/2
CORE-MT2,SW-MT2-AUDIT2,1,Gig 1/1/3
CORE-MT2,SW-MT2-HRD,1,Gig 1/1/4
BMDC-F5-ISP-OUT,BMDC-F5-ISP-OUT,1,Gig 2/0/15
BMDC-SW-EXT-OUT,SW-JTPM,1,Gig 2/0/16
BMDC-F5-ISP-OUT,MYPD-LINKNET-IB,1,Gig 2/0/19
BMDC-F5-ISP-OUT,MYPD-LINKNET-IB,1,Gig 2/0/20
BMDC-EGSW-EC-01,BMDC-CORE-01,1,Gig 2/0/23
BMDC-EGSW-EC-01,BMDC-CORE-02,1,Gig 2/0/24
BMDC-F5-ISP-OUT,MikroTik,1,Gig 2/0/4
BMDC-F5-ISP-OUT,MAYAPADA-rt,1,Gig 2/0/7
BMDC-ACCSVR-N9K-RAKC1,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-ACCSVR-N9K-RAKD1,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-AGGSVR-01,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-AGGSVR-02,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-CORE-01,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-CORE-02,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-OTV-01,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDC-OTV-02,BMDC-SW-MGMT-RAK-B1,1,mgmt0
BMDRC-AGGRSVR01,BMDRC-ACCSVR01-RAK-D07,1,mgmt0
BMDRC-CORE01,BMDRC-ACCSVR01-RAK-D07,1,mgmt0
BMDRC-OTV01,BMDRC-ACCSVR01-RAK-D07,1,mgmt0
BMDC-DIST-MT1,BMDC-CORE-01,1,Ten 1/1/3
BMDC-DIST-MT1,BMDC-CORE-02,1,Ten 1/1/4
